tool.by;name;"cost for user";"cost 2 ";manufacturer;f8;f3;rating;f5;f7;f9;f10;enabled;url;title;description;keywords;anons
6080;"Электрическая пила цепная Калибр ЭПЦ-1900/40";112;128;5821;P-c4380;;;;;;;;epc-1900-40;"Электрическая пила цепная Калибр ЭПЦ-1900/40 Купить в Минске!";"Электрическая пила цепная Калибр ЭПЦ-1900/40 Купить в Минске!";"Электрическая пила цепная Калибр ЭПЦ-1900/40 Купить в Минске!";"1900 Вт, шина 400 мм
"
6081;"Электрическая пила цепная Калибр ЭПЦ-2500/46ПД";195;224;5821;P-c4381;;;;;;;;epc-2500-46pd;"Электрическая пила цепная Калибр ЭПЦ-2500/46ПД Купить в Минске!";"Электрическая пила цепная Калибр ЭПЦ-2500/46ПД Купить в Минске!";"Электрическая пила цепная Калибр ЭПЦ-2500/46ПД Купить в Минске!";"2500 Вт, шина 460 мм, продольный двигатель
"
4166;"Отрезная пила Makita LC1230";620;675;5827;P-d1763;;;;;;;;lc1230;"Отрезная пила Makita LC1230 Купить отрезной станок makita, bosch, dewalt, Калибр 029 130-53-10  в Минске!";"Отрезная пила Makita LC1230 Купить отрезной станок makita, bosch, dewalt, Калибр 029 130-53-10  в Минске!";"Отрезная пила Makita LC1230 Купить отрезной станок makita, bosch, dewalt, Калибр 029 130-53-10  в Минске!";"Твердосплавный диск с карбидной окантовкой
"
4168;"Распиловочный настольный станок Makita 2704";900;1070;5827;P-d1765;;5;;;;;;m2704;"Распиловочный настольный станок Makita 2704. Купить makita 2704, bosch 029 130-53-10 в Минске!";"Распиловочный настольный станок Makita 2704. Купить makita 2704, bosch 029 130-53-10 в Минске!";"Распиловочный настольный станок Makita 2704. Купить makita 2704, bosch 029 130-53-10 в Минске!";"
"
4171;"Дисковая циркулярная пила Makita 5704 RK";186;212;5827;P-d1768;;;;;;;;5704RK;"Дисковая циркулярная пила Makita 5704 RK Купить в Минске bosch, makita, dewalt, kress со скидкой 029 130-53-10!";"Дисковая циркулярная пила Makita 5704 RK Купить в Минске bosch, makita, dewalt, kress со скидкой 029 130-53-10!";"Дисковая циркулярная пила Makita 5704 RK Купить в Минске bosch, makita, dewalt, kress со скидкой 029 130-53-10!";"
"
4192;"Электрическая пила дисковая Калибр ЭПД-1800";91;100;5821;P-d1789;;;;;;;;epd-1800;"Электрическая пила дисковая Калибр ЭПД-1800 Купить в Минске!";"Электрическая пила дисковая Калибр ЭПД-1800 Купить в Минске!";"Электрическая пила дисковая Калибр ЭПД-1800 Купить в Минске!";"1800 Вт, глубина пропила - 55 мм, 3800 об/мин, диск - 200х32 мм
"
4321;"Пила торцевая электрическая Калибр ПТЭ-1650/255В";160;176;5821;P-t4374;;;;;;;;pte-1650-255v;"Торцовочная пила Энкор Корвет DeWALT Купить в Минске! цены, описание, технические характеристики, фото";"Пила торцевая электрическая Калибр ПТЭ-1650/255В Купить в Минске! ";"Торцовочная пила Энкор Корвет DeWALT Купить в Минске! цены, описание, технические характеристики, фото";"Дополнительные выдвижные опоры
"
4323;"Пила торцевая электрическая Калибр ПТЭ-1800/305ПР";480;530;5821;P-t4376;;;;;;;;pte-1800-305pr;"Торцовочная пила Энкор Корвет DeWALT Купить в Минске! цены, описание, технические характеристики, фото";"Пила торцевая электрическая Калибр ПТЭ-1800/305ПР Купить в Минске! ";"Торцовочная пила Энкор Корвет DeWALT Купить в Минске! цены, описание, технические характеристики, фото";"Может использоваться в качестве циркулярной пилы
"
4376;"Плиткорез электрический Калибр ПЛЭ-180/600";90;97;5821;Pli-e1944;;;;;;;;ple-180-600;"Плиткорез электрический Калибр ПЛЭ-180/600 Купить в Минске!";"Плиткорез электрический Калибр ПЛЭ-180/600 Купить в Минске!";"Плиткорез электрический Калибр ПЛЭ-180/600 Купить в Минске!";"600 Вт, 2800 об/мин, диск 180х22,2 мм, глубина реза - 35мм
"
4378;"Плиткорез электрический Калибр ПЛЭ - 250/ 1850";540;575;5821;Pli-e1946;;5;;;;;;;;;;"
"
4379;"Плиткорез электрический Калибр ПЛЭ-200/1000";145;155;5821;Pli-e1947;;;;;;;;ple-200-1000;"Плиткорез электрический Калибр ПЛЭ-200/1000 Купить в Минске!";"Плиткорез электрический Калибр ПЛЭ-200/1000 Купить в Минске!";"Плиткорез электрический Калибр ПЛЭ-200/1000 Купить в Минске!";"1000 Вт, 3000 об/мин, диск 200х25,4 мм, глубина реза - 40мм
"
4531;"Аккумуляторная ударная дрель-шуруповерт Bosch GSB 12-2 Professional";211;;5830;Ae-d3527;;;;;;;;gsb12;"Аккумуляторная ударная дрель-шуруповерт Bosch GSB 12-2 Professional";"Купить Bosch в Минске Аккумуляторная ударная дрель-шуруповерт Bosch GSB 12-2 Professional, Аккумуляторные дрели +375291305310, +375292520010, +375173870579 купить в Минске 220118, ул.Машиностроителей, 29, к.103, аккумуляторная ударная дрель, аккумуляторная ударная дрель-шуруповерт, Аккумуляторные ударные дрели  мобильны ";"Купить Bosch в Минске Аккумуляторная ударная дрель-шуруповерт Bosch GSB 12-2 Professional, Аккумуляторные ударные дрели +375291305310, +375292520010, +375173870579 купить в Минске 220118, ул.Машиностроителей, 29, к.103, аккумуляторная ударная дрель, аккумуляторная ударная дрель-шуруповерт, Аккумуляторные ударные дрели  мобильны, Аккумуляторные дрели независимы";"
"
4544;"Аккумуляторная ударная дрель-шуруповерт Bosch GSB 18 VE-2-LI Professional";759;;5830;Ae-d3540;;;;;;;;gsb18ve2li;"Аккумуляторная ударная дрель-шуруповерт Bosch GSB 18 VE-2-LI Professional";"Купить Bosch в Минске Аккумуляторная ударная дрель-шуруповерт Bosch GSB 18 VE-2-LI Professional, Аккумуляторные дрели +375291305310, +375292520010, +375173870579 купить в Минске 220118, ул.Машиностроителей, 29, к.103, аккумуляторная ударная дрель, аккумуляторная ударная дрель-шуруповерт, Аккумуляторные ударные дрели  мобильны ";"Купить Bosch в Минске Аккумуляторная ударная дрель-шуруповерт Bosch GSB 18 VE-2-LI Professional, Аккумуляторные ударные дрели +375291305310, +375292520010, +375173870579 купить в Минске 220118, ул.Машиностроителей, 29, к.103, аккумуляторная ударная дрель, аккумуляторная ударная дрель-шуруповерт, Аккумуляторные ударные дрели  мобильны, Аккумуляторные дрели независимы";"
"
